REFERENCE,LINK,TAG,ADDRESS,ZONE,CITY,DESCRIPTION,CONDOMINIUM,ADMINISTRATION,STRATA,AGE,REMODELED,AREA,ROOMS,BATHROOMS,GARAGES,ELEVATORS,TYPE OF PROPERTY,STORAGE,PORTER'S LODGE,LAUNDRY AREA,GAS,PARKING LOT,FULL PRICE,FINAL PRICE,CREATION,OBSERVATIONS,PRICE 1,UPDATE 1,PRICE 2,UPDATE 2,PRICE 3,UPDATE 3,PRICE 4,UPDATE 4,PRICE 5,UPDATE 5,PRICE 6,UPDATE 6,PRICE 7,UPDATE 7
7854441606,https://habi.co/venta-apartamentos/7854441606/unidad-residencial-majagua-ph---apartamento-venta-trapiche-bello,Muy pronto,Calle 55 # 67 B - 160,Aralias,Bello,"Apartamento en venta de 62.77m2, con vista interior, ubicado en un 2do piso (Torre 1, Apto 239). Consta de 3 habitaciones, 2 baños, sala comedor, cocina integral y zona de lavandería. Tiene piso cerámico en habitaciones, zona social, baños y cocina. El conjunto cuenta con salón social, zona para niños, gimnasio y vigilancia privada las 24 horas. Cerca a almacenes de cadena como D1 y Justo & Bueno; cerca a colegio Carlos Pérez Mejía, La Primavera y Mano Amiga; Vías de acceso por la Carrera 67 B.",Unidad Residencial Majagua P.H.,$156.200,3,4 años,Si,63 m2,3,2,No Tiene,2,Apartamento,No Tiene,24 hrs,Comunal,Si,Si,$188.000.000,$188.000.000,13/8/2022,,,,,,,,,,,,,,,
7857579052,https://habi.co/venta-apartamentos/7857579052/edificio-monet-apartamento-venta-belalcazar-teusaquillo,Muy pronto,Calle 46 #28-38,Galerias,Bogotá,"Apartamento en venta de 42 m2, con vista interior, ubicado en un 2do piso (Apto 203), acceso por ascensor, parqueadero propio cubierto (8). Consta de 1 habitación, 1 baño , sala comedor, balcón, cocina integral y zona de lavandería. Tiene piso cerámico en habitaciones, zona social, en baños y cocina. El edificio cuenta con vigilancia privada las 24 horas. Cerca a centro comercial Acrópolis; cerca a almacenes de cadena como Carulla, Falabella; cerca a colegio MonteHelena Bilingual School; cerca a universidad Nacional, universidad ECCI; cerca a estación de Transmilenio U. Nacional; Vías de acceso por calle 46 y carrera 28. *VALOR DE ADMINISTRACION POR CONFIRMAR*",Edificio Monet,$304.000,4,10 años,Si,42 m2,1,1,1,1,Apartamento,No Tiene,24 hrs,No Tiene,Si,Si,$256.500.000,$256.500.000,13/8/2022,,,,,,,,,,,,,,,
7857721406,https://habi.co/venta-apartamentos/7857721406/metro-136-apartamento-venta-centro-usme-urbano-usme,,Carrera 14i #136-21Sur,Ciudad usme,Bogotá,"Apartamento en venta de 44 m2, con vista interior, ubicado en un 4to piso (Torre 8 Apto 404). Consta de 2 habitaciones, 1 baño, sala comedor, cocina integral y zona de lavandería. Tiene piso laminado en habitaciones y zona social y cerámico en baños y cocina. El edificio cuenta con salón social, parque infantil y vigilancia privada las 24 horas. Cerca a almacenes de cadena como Surtimax, Tiendas D1 y Ara; cerca a colegio Metro Vivienda, colegio Francisco Antonio Zea y colegio Usme; cerca a universidad Antonio Nariño; cerca a rutas alimentadoras y paraderos del SITP; Vías de acceso por la carrera 14 y la Calle 136a Sur. *VALOR DE ADMINISTRACION POR CONFIRMAR*",Metro 136,$0,1,9 años,Si,44 m2,2,1,No Tiene,No Tiene,Apartamento,No Tiene,24 hrs,No Tiene,Si,,$87.000.000,$87.000.000,13/8/2022,,,,,,,,,,,,,,,
7858610438,https://habi.co/venta-apartamentos/7858610438/cedro-vita-apartamento-venta-cedros-usaquen,,Calle 143 # 17-35,Los cedros,Bogotá,"Apartamento en venta de 71m2, con vista interior, ubicado en un 2do piso (Apto 206), acceso por ascensor, parqueadero propio cubierto (26 y 27) y depósito (2). Consta de 2 habitaciones, 2 baños, sala comedor, cocina integral y zona de lavandería. Tiene piso laminado en habitaciones y zona social y cerámico en baños y cocina. El edificio cuenta con salón social y vigilancia privada las 24 horas. Cerca a centro comercial Caobo 147 y centro comercial Cedritos 151; cerca a almacenes de cadena como Éxito, Olímpica, Tiendas D1 y Ara; cerca a colegio Pensar Andino y colegio Santa Francisca Romana; cerca a Universidad de San Buenaventura; cerca a estación de Transmilenio Alcalá, 142 y 146; Vías de acceso por la carrera 16 y la calle 143. *VALOR DE ADMINISTRACIÓN POR CONFIRMAR*",Cedro Vita,$432.400,4,9 años,Si,71 m2,2,2,2,1,Apartamento,1,24 hrs,Comunal,Si,Si,$394.500.000,$394.500.000,13/8/2022,,,,,,,,,,,,,,,
7863453248,https://habi.co/venta-apartamentos/7863453248/batan-50-apartamento-venta-batan-suba,Externo,Carrera 50 #123a-49,La alhambra,Bogotá,"Apartamento en venta de 53m2, con vista interior, ubicado en un 3er piso (Apto 304), acceso por ascensor, parqueadero propio cubierto (10) y depósito (10). Consta de 1 habitación, 2 baños, sala comedor, cocina integral y zona de lavandería. Tiene piso laminado en habitaciones, zona social y cerámico en baños y cocina. El edificio cuenta con salón comunal y vigilancia privada las 24 horas. Cerca a centro comercial Bulevar Niza y Unicentro; cerca a almacenes de cadena como Éxito, Carulla, Tiendas D1 y Ara; cerca a colegio Colegio Cardenal Sancha y Colegio Emmanuel d'Alzón; cerca a Universidad El Bosque; cerca a estación de Transmilenio Prado y paraderos del SITP; Vías de acceso por la calle 127 y la Autopista Norte. *VALOR DE ADMINISTRACION POR CONFIRMAR*",Batan 50,,5,12 años,,53 m2,1,1,1,1,Apartamento,1,24 hrs,,Si,,$320.000.000,$320.000.000,13/8/2022,,,,,,,,,,,,,,,
7865174168,https://habi.co/venta-apartamentos/7865174168/parques-alejandria-apartamento-venta-cortijo-engativa,Externo,Calle 81 # 114-50,Bolivia,Bogotá,"Apartamento en venta de 65m2, con vista interior, ubicado en un 1er piso (Torre D1 Apto 102), parqueadero propio (D-76). Consta de 3 habitaciones, 2 baños, sala comedor, cocina integral y zona de lavandería. Tiene piso cerámico en todas sus zonas. El conjunto cuenta con salón comunal, parque infantil, zonas verdes y vigilancia privada las 24 horas. Cerca al centro comercial Unicentro de Occidente; cerca a almacenes de cadena como Éxito, Carulla y Colsubsidio; cerca al colegio Colsubsidio; Paraderos del SITP ; Vías de acceso por Calle 80 y Carrera 116B. VALOR DE ADMINISTRACIÓN POR CONFIRMAR",Parques de Alejandría,$152.000,3,26 años,,65 m2,3,2,1,No Tiene,Apartamento,No Tiene,24 hrs,No Tiene,Si,Si,$230.000.000,$230.000.000,13/8/2022,,,,,,,,,,,,,,,
7865304465,https://habi.co/venta-apartamentos/7865304465/edificio-palmera-plaza---apartamento-venta-recreo-barranquilla,Muy pronto,Calle 56 # 36-78,Las delicias,Barranquilla,"Apartamento en venta de 104 m2, con vista interior, ubicado en un 3er piso (Apto 303), acceso por ascensor, parqueadero propio cubierto (13). Consta de 3 habitaciones, 2 baños, sala comedor, cocina integral y zona de lavandería. Tiene piso cerámico en habitaciones, zona social, baños y cocina. El edificio cuenta con salón social y vigilancia privada las 24 horas. Cerca a centro comercial Parque Central; cerca a almacenes de cadena como D1; cerca a colegio Camilo Torres Tenorio; cerca a universidad del Atlántico; Vías de acceso por Carrera 38 y Calle 57. *VALOR DE ADMINISTRACION POR CONFIRMAR*""",Edificio Palmera Plaza,$0,4,14 años,Si,104 m2,3,2,1,1,Apartamento,No Tiene,24 hrs,No Tiene,Si,,$286.500.000,$286.500.000,13/8/2022,,,,,,,,,,,,,,,
7866082602,https://habi.co/venta-apartamentos/7866082602/urbanizacion-almendros-terra-ph-apartamento-venta-loma-del-barro-envigado,,Calle 48 F Sur # 39 B - 143,Loma del barro,Envigado,"Apartamento en venta de 103.87m2, con vista interior, ubicado en un 2do piso (Torre 1 Apto 204), acceso por ascensor, parqueaderos propios cubiertos (146 y 208) y depósito (207). Consta de 3 habitaciones, 1 habitación de servicio, 3 baños, sala comedor, 2 balcones, estudio, cocina integral y zona de lavandería. Tiene piso cerámico en habitaciones, zona social, baños y cocina. El conjunto cuenta con salón social, gimnasio, piscina y vigilancia privada las 24 horas. Cerca a centro comercial Mayorca; cerca a almacenes de cadena como D1, Justo y Bueno, Éxito; cerca a colegio Alejandro Vélez Barrientos, Bilingüe Leonardo Da Vinci, María Mediadora; cerca a universidad CES, Politécnico Grancolombiano; Vías de acceso por la Calle 48 F Sur.",Urbanización Almendros Terra P.H.,$384.500,4,4 años,Si,104 m2,3,2,2,2,Apartamento,1,24 hrs,Comunal,Si,Si,$481.000.000,$481.000.000,13/8/2022,,,,,,,,,,,,,,,
7869098801,https://habi.co/venta-apartamentos/7869098801/urbanizacion-celeste-ph---apartamento-venta-san-antonio-prado-medellin,,Carrera 65 # 52b sur - 58,Cabecera san antonio de prado,Medellín,"Apartamento en venta de 34.81m2, con vista exterior, ubicado en un 15avo piso (Torre 1, Apto 1508), acceso por ascensor. Consta de 2 habitaciones, 1 baño, sala comedor, cocina integral y zona de lavandería. Tiene piso cerámico en habitaciones, zona social, baño y cocina. El conjunto cuenta con parqueadero común, zona para niños, piscina, cancha múltiple y vigilancia privada las 24 horas. Cerca a los centros comerciales Pradera Sur y Mall Barichara; cerca a almacenes de cadena como D1 y Justo y Bueno; Vías de acceso por la Calle 52 Sur.",Urbanización Celeste P.H.,,3,6 años,,38 m2,2,1,No Tiene,1,Apartamento,,24 hrs,,Si,,$128.000.000,$128.000.000,13/8/2022,,,,,,,,,,,,,,,
7869706752,https://habi.co/venta-apartamentos/7869706752/victoria-1-apartamento-venta-ciudad-verde-soacha,,Diagonal 28 #31-60,Soacha ciudad verde,Soacha,"Apartamento en venta de 59m2, con vista interior, ubicado en un 2do piso (Torre 1 Apto 204). Consta de 3 habitaciones, 2 baños, sala comedor, cocina integral y zona de lavandería. Tiene piso cerámico en todas sus zonas. El conjunto cuenta con zonas verdes, zona para niños, salón comunal, parqueadero comunal y vigilancia privada las 24 horas. Cerca a centros comerciales Jardín Verde y Miraflores; cerca a almacenes de cadena como Surtimax y Olímpica; cerca a colegios Ciudad Verde, Minuto de Dios Ciudad Verde y Oficial León XIII Chiloé; cerca a universidad UNAD; cerca a estación de Transmilenio San Mateo; Vías de acceso por la Carrera 34 y Calle 35. VALOR DE ADMINISTRACIÓIN POR CONFIRMAR.",Victoria 1,$0,3,11 años,Si,59 m2,3,2,No Tiene,No Tiene,Apartamento,No Tiene,24 hrs,No Tiene,Si,Si,$138.000.000,$138.000.000,13/8/2022,,,,,,,,,,,,,,,
7869861515,https://habi.co/venta-apartamentos/7869861515/okapi-2-apartamento-venta-nuevo-recreo-bosa,Muy pronto,Carrera 92 # 74-66Sur,Tintal sur,Bogotá,"Apartamento en venta de 45m2, con vista exterior, ubicado en un 2do piso (Torre 19 Apto 203), acceso por escaleras. Consta de 3 habitaciones, 1 baños, sala comedor, cocina integral y zona de lavandería. Tiene piso cerámico en todas sus zonas. El conjunto cuenta con cancha múltiple, zonas verdes, parque infantil y vigilancia privada las 24 horas. Cerca a centro comercial Metro Recreo; cerca a almacenes de cadena como Surtimax, Metro; cerca a colegio Alfonso López Michelsen y Liceo Ciudad Capital; cerca a rutas del SITP; Vías de acceso por la carrera 92 y calle 74a sur VALOR DE ADMINISTRACION POR CONFIRMAR",Okapi 2,,2,11 años,Si,45 m2,2,1,No Tiene,No Tiene,Apartamento,No Tiene,24 hrs,No Tiene,Si,Si,$118.000.000,$118.000.000,13/8/2022,,,,,,,,,,,,,,,
7873128280,https://habi.co/venta-apartamentos/7873128280/paisaje-pangola-casa-venta-avenida-perimetral-rio-jamundi-valle-del-cauca,,Avenida perimetral rio jamundi # 26a-60 casa 76,Jamundí,Bogotá,"Casa en venta de 117m2, con vista interior , Casa de 2 pisos (Casa 76), parqueadero propio cubierto. Consta de 3 habitaciones, 4 baños, sala comedor, cocina integral y zona de lavandería. Tiene piso cerámico en habitaciones, zona social, en baños y cocina. El conjunto cuenta con parque de niños, piscina, turco, Gym y vigilancia privada las 24 horas. Cerca a centro comercial Alfaguara; cerca a almacenes de cadena como Caribe. Vías de acceso por Pangola y Av. Perimetral Rio Jamundí.",Paisaje de Pangola,$302.000,4,3 años,Si,117 m2,3,4,2,No Tiene,Casa,No Tiene,24 hrs,,Si,Si,$386.000.000,$386.000.000,13/8/2022,Outstandig renovation,,,,,,,,,,,,,,
7876667716,https://habi.co/venta-apartamentos/7876667716/senderos-funza-3-casa-venta-funza-cundinamarca,,Calle 12 # 2c - 55,Funza san miguel,Funza,"Casa en venta de 92m2, con vista interior (Bloque 2 Casa 17). Consta de 3 habitaciones, 2 baños, sala comedor, estudio cocina integral y zona de lavandería. Tiene piso laminado en habitaciones, zona social y cerámico en baños y cocina. El conjunto cuenta con 0arque infantil, salón social y vigilancia privada las 24 horas. Cerca a centro comercial la Fortuna; cerca a almacenes de cadena como Éxito; cerca a Colegio militar coronel Juan José Rondón; cerca a Universidad Nacional Centro Agropecuario Marengo, Politécnico Grancolombiano; Vías de acceso por Calle 9na y Carrera 2c. *VALOR DE ADMINISTRACION POR CONFIRMAR*",SENDEROS DE FUNZA ETAPA III,$0,3,14 años,Si,92 m2,3,2,No Tiene,No Tiene,Casa,No Tiene,24 hrs,No Tiene,Si,No,$197.000.000,$197.000.000,14/8/2022,,,,,,,,,,,,,,,
7884801190,https://habi.co/venta-apartamentos/7884801190/condados-sabana---apartamento-venta-san-bernandino-bosa,Externo,Calle 71 sur #99a-50,Tintal sur,Bogotá,"Apartamento en venta de 39 m2, con vista interior, ubicado en un 4er piso (Torre 11 Apto 401), acceso por escaleras, parqueadero comunal. Consta de 3 habitaciones, 1 baño, sala comedor, cocina integral y zona de lavandería. Tiene piso cerámico en todas sus zonas. El conjunto cuenta con salón social y vigilancia privada las 24 horas. Cerca a centro comercial Metro Recreo ; cerca a almacenes de cadena como Alkosto y Surtimax; cerca a colegio Jorge Isaacs; cerca a universidad Francisco José de Caldas ; cerca a estación de Transmilenio Portal Américas ; Vías de acceso por la Carrera 100 y Calle 63 Sur. VALOR DE ADMINISTRACION POR CONFIRMAR",Condados de la Sabana 2,$0,2,14 años,No,39 m2,3,1,No Tiene,No Tiene,Apartamento,No Tiene,24 hrs,No Tiene,Si,Si,$98.000.000,$98.000.000,13/8/2022,,,,,,,,,,,,,,,
7888101662,https://habi.co/venta-apartamentos/7888101662/edifico-koi-11---apartaestudio-venta-molinos-norte-usaquen,Muy pronto,Calle 112 # 14 - 93,Santa barbara,Bogotá,"Apartaestudio en venta de 60m2, con vista interior, ubicado en un 4to piso (Apto 402), acceso por ascensor, parqueadero propio cubierto (1) y deposito (4). Consta de 1 habitación, 2 baños, sala comedor, cocina integral y zona de lavandería. Tiene piso laminado en habitaciones y zona social y cerámico en baños y cocina. El conjunto cuenta con salón social y vigilancia privada las 24 horas. Cerca a centro comercial Unicentro; cerca a almacenes de cadena como Éxito y D2 ; cerca a colegio Cardenal Sancha; cerca a universidad de América ; cerca a estación de Transmilenio Calle 127 y paraderos del SITP ; Vías de acceso por Carrera 15 y Carrera 17A . *VALOR DE ADMINISTRACION POR CONFIRMAR*",Edificio KOI 112,$637.000,6,10 años,Si,60 m2,1,2,1,1,Apartamento,1,24 hrs,No Tiene,Si,No,$420.000.000,$420.000.000,13/8/2022,,,,,,,,,,,,,,,
7888168882,https://habi.co/venta-apartamentos/7888168882/edificio-valenty---apartamento-venta-altos-riomar-barranquilla,,Carrera 64 B # 94 - 160,Riomar,Barranquilla,"Apartamento en venta de 95m2, con vista exterior, ubicado en un 4to piso (Apto 301), acceso por escaleras y parqueadero propio cubierto (301). Consta de 3 habitaciones, 2 baños, sala comedor, cocina integral y zona de lavandería. Tiene piso de granito de mármol en habitaciones y zona social y cerámico en baños y cocina. El edificio cuenta con vigilancia privada las 24 horas. Cerca a centro comercial Mallplaza Buenavista y centro comercial Villa Carolina; cerca a almacenes de cadena como Éxito, Olímpica, Ara y D1; cerca a Colegio La Medalla Milagrosa; cerca a Universidad Autónoma del Caribe; cerca a estación de Transmetro; Vías de acceso por Carrera 64 B y Calle 94. *VALOR DE ADMINISTRACION POR CONFIRMAR*",Edificio Valenty,,5,20 años,Si,95 m2,3,2,1,No Tiene,Apartamento,No Tiene,24 hrs,No Tiene,Si,,$270.000.000,$270.000.000,13/8/2022,,,,,,,,,,,,,,,
7893396911,https://habi.co/venta-apartamentos/7893396911/reserva-granada-2-apartamento-venta-dorado-engativa,Externo,Carrera 119 # 77b-49,Garces navas,Bogotá,"Apartamento en venta de 99m2, con vista interior, ubicado en un 9no piso (Torre 1 Apto 906), acceso por ascensor, parqueadero propio cubierto (50) y (131) y depósito (53). Consta de 3 habitaciones, 3 baños, sala comedor, balcón (5.141), zona de estudio, cocina integral y zona de lavandería. Tiene piso laminado en habitaciones y zona social y cerámico en baños y cocina. El conjunto cuenta con salón comunal, parque infantil, piscina, zonas verdes y vigilancia privada las 24 horas. Cerca a centro comercial Ronda Del Rio; cerca a almacenes de cadena como Éxito, Surtimax y Tiendas D1; cerca a Colegio Católico De La Sabana, Colegio Luigi Pirandello y Colegio Mayor de Engativá; cerca a paraderos del SITP; Vías de acceso por la calle 80 y la carrera 114. *VALOR DE ADMINISTRACION POR CONFIRMAR*",Reserva de Granada 2,$380.000,4,6 años,,99 m2,3,3,2,2,Apartamento,1,24 hrs,No Tiene,Si,Si,$455.000.000,$455.000.000,13/8/2022,,,,,,,,,,,,,,,
7893608477,https://habi.co/venta-apartamentos/7893608477/pomarrosa-apartamento-venta-cuidad-verde-soacha,,Carrera 38 #13-126,Soacha ciudad verde,Soacha,"""Apartamento en venta de 63 m2, con vista interior, ubicado en un 1er piso (Torre 12 Apto 104),Consta de 3 habitaciones, 2 baños, sala comedor, Estudio, cocina integral y zona de lavandería. Tiene piso cerámico en todas sus zonas. El conjunto cuenta con zonas verdes, zona para niños, salón comunal, parqueadero comunal y vigilancia privada las 24 horas. Cerca a centro comercial Prado Verde; cerca a almacenes de cadena como D1, Ara; cerca a colegio Ciudad Verde; cerca a universidad Nacional; cerca a estación de Transmilenio Avenida Terreros; Vías de acceso por la calle 17 y carrera 38. VALOR DE ADMINISTRACION POR CONFIRMAR",Pomarrosa,$88.000,3,7 años,No,63 m2,3,2,No Tiene,No Tiene,Apartamento,No Tiene,24 hrs,No Tiene,Si,Si,$140.000.000,$140.000.000,13/8/2022,,,,,,,,,,,,,,,
7893675169,https://habi.co/venta-apartamentos/7893675169/edificio-prados-del-castillo---apartamento-venta-balsos-2-medellin,Muy pronto,Calle 9 Sur # 32 - 310,Los balsos no.2,Medellín,"Apartamento en venta de 71.99m2, con vista interior, ubicado en un 2do piso (Torre 1, Apto 201), acceso por ascensor, parqueadero propio cubierto (47 y 129) y depósito (16). Consta de 3 habitaciones, 2 baños, sala comedor, cocina integral, zona de lavandería y 1 habitación de servicio con baño. Tiene piso cerámico en habitaciones, zona social, baños y cocina. El conjunto cuenta con salón social, zona para niños, piscina y vigilancia privada las 24 horas. Cerca a los centros comerciales Santafé, Río Sur; cerca a almacenes de cadena como D1, Carulla; cerca a colegio Santa María del Rosario, Gimnasio Los Pinares, Vermont; cerca a universidad Politécnico Grancolombiano; Vías de acceso por la Calle 9 Sur/Los Balsos.",Edificio Prados del Castillo,$312.500,6,20 años,Si,72 m2,3,2,2,2,Apartamento,1,24 hrs,Comunal,Si,Si,$454.500.000,$454.500.000,13/8/2022,,,,,,,,,,,,,,,
7894566253,https://habi.co/venta-apartamentos/7894566253/girasol-apartamento-venta-ciudad-verde-soacha,,Diagonal 28 #29-27,Soacha ciudad verde,Soacha,"Apartamento de 49m2 con vista interior, ubicado en un 3er piso (Torre 11 Apto 302), acceso por escaleras. Consta de 3 habitaciones, 2 baños, sala comedor, cocina integral y zona de lavandería. Tiene piso cerámico en todas sus zonas. El conjunto cuenta con zonas verdes, zona infantil, salón social, parqueadero comunal y vigilancia privada las 24 horas. Cerca a centros comerciales Prado Verde, Miraflores y Jardín Verde; cerca a almacenes de cadena como Surtimax, Olímpica, Y Colsubsidio; cerca a colegio Chiloé y Minuto de Dios Ciudad Verde; cerca a universidad UNAD; cerca a estación de Transmilenio San Mateo; Vías de acceso por la Carrera 33 y Calle 35. VALOR DE ADMINISTRACION POR CONFIRMAR",Girasol,,3,9 años,Si,49 m2,3,2,No Tiene,No Tiene,Apartamento,No Tiene,24 hrs,No Tiene,Si,Si,$117.000.000,$117.000.000,13/8/2022,,,,,,,,,,,,,,,
7896382095,https://habi.co/venta-apartamentos/7896382095/edificio-coral-ph---apartamento-venta-ciudad-niquia-bello,,Diagonal 59 #44 -90,Ciudad niquia,Bello,"Apartamento en venta de 56.89m2, con vista exterior, ubicado en un 10mo piso (Apto 1004), acceso por ascensor, parqueadero propio cubierto (72). Consta de 3 habitaciones, 2 baños, sala comedor, cocina integral y zona de lavandería. Tiene piso cerámico en habitaciones y zona social, baños y cocina. El conjunto cuenta con piscina, zona para niños, gimnasio y vigilancia privada las 24 horas. Cerca a centros comerciales como Puerta del Norte; cerca a almacenes de cadena como Éxito y D1; cerca a Colegio Darío Londoño Cardona; cerca a universidades Politécnico Ciandco ; cerca a estación del metro Niquía; Vías de acceso por la Avenida 44 y Diagonal 59.",Edificio Coral P.H,$150.956,3,4 años,Si,57 m2,3,2,1,2,Apartamento,No Tiene,24 hrs,Comunal,Si,Si,$220.500.000,$220.500.000,13/8/2022,,,,,,,,,,,,,,,
7897034365,https://habi.co/venta-apartamentos/7897034365/cedritos-147-apartamento-venta-caobos-salazar-usaquen,Externo,Calle 147 #11-10,Los cedros,Bogotá,"Apartamento en venta de 69m2, con vista interior, ubicado en un 3er piso (Torre 2 Apto 310), acceso por ascensor, parqueadero propio cubierto (9) y deposito (36). Consta de 2 habitaciones, 2 baños, sala comedor, cocina integral y zona de lavandería. Tiene piso laminado en habitaciones y zona social y cerámico en baños y cocina. El conjunto cuenta con salón comunal, gimnasio, parque infantil y vigilancia privada las 24 horas. Cerca a centros comerciales Cedritos y Paseo 140; cerca a almacenes de cadena como Éxito, Tiendas D1, Olímpica y Oxxo; cerca a Colegio Pureza de María y Colegio Provinma; cerca a Universidad El Bosque; cerca a estación de Transmilenio Calle 146 y paraderos del SITP; Vías de acceso por la calle 147 y la carrera 9na.",Cedritos 147,$270.000,4,6 años,,69 m2,2,2,1,2,Apartamento,1,24 hrs,Comunal,Si,Si,$420.000.000,$420.000.000,13/8/2022,,,,,,,,,,,,,,,
7899113489,https://habi.co/venta-apartamentos/7899113489/carbonero---apartamento-venta-sachamate-jamundi-valle-del-cauca,Externo,Calle 14 # 19 - 78,Jamundí,Bogotá,"Apartamento en venta de 55 m2, con vista exterior, ubicado en un 9no piso (Torre 4 Apto 908). Consta de 2 habitaciones, 2 baños, sala comedor, cocina integral y zona de lavandería, parqueadero privado. Tiene piso laminado en habitaciones y zona social y cerámico en baños. El conjunto cuenta con zona BBQ, Parque para niños, cancha de futbol, gimnasio, parque para perros, zona de hamacas, piscina y vigilancia privada las 24 horas. Acceso por av. Sachamate.",CARBONERO,$124.000,4,2 años,No,55 m2,2,2,1,1,Apartamento,No Tiene,24 hrs,No Tiene,Si,Si,$143.000.000,$143.000.000,13/8/2022,,,,,,,,,,,,,,,
7899137107,https://habi.co/venta-apartamentos/7899137107/terrazas-castilla-3---casa-venta-ciudad-techo-kennedy,Externo,Carrera 81b # 6c 10,Castilla,Bogotá,"Casa en venta de 77m2, con vista interior, (Casa 30 ). Consta de 3 habitaciones, 2 baños, sala comedor, cocina integral y zona de lavandería. Tiene piso laminado en habitaciones y zona social y cerámico en baños y cocina. El conjunto cuenta con salón comunal, parqueadero comunal, parque infantil y vigilancia privada las 24 horas. Cerca al centro comercial Tintal Plaza; cerca a almacenes de cadena como Éxito, D1 y Ara; cerca al colegio Gabriel Betancourt Mejia; cerca a paraderos del SITP ; Vías de acceso por Calle 6C y Avenida Carrera 86. VALOR DE ADMINISTRACIÓN POR CONFIRMAR",Terrazas de Castilla 3,$111.000,3,15 años,,77 m2,3,2,No Tiene,No Tiene,Casa,No Tiene,24 hrs,Comunal,Si,Si,$262.000.000,$262.000.000,13/8/2022,,,,,,,,,,,,,,,
7901711388,https://habi.co/venta-apartamentos/7901711388/portal-del-porvenir-3-casa-venta-cabana-bosa,Externo,Calle 56fsur # 92A - 29,El porvenir,Bogotá,"Casa en venta de 46m2, con vista exterior, (Casa 101 ). Consta de 2 habitaciones, 1 baño, sala comedor, cocina integral y zona de lavandería. Tiene piso cerámico en todas sus zonas. El conjunto cuenta con parqueadero comunal zonas verdes y vigilancia privada las 24 horas. Cerca a centro comercial puerto marino la libertad; cerca a almacenes de cadena como D1, Surtimax y Ara; cerca a colegio Fe y Alegría San Ignacio; cerca a universidad Francisco José De Caldas; cerca a paraderos del SITP ; Vías de acceso por Carrera 89B y Calle 56F Sur. VALOR DE ADMINISTRACIÓN POR CONFIRMAR",Portal del porvenir 3,$30.000,2,16 años,,46 m2,2,1,No Tiene,No Tiene,Casa,No Tiene,24 hrs,Comunal,Si,Si,$112.000.000,$112.000.000,13/8/2022,,,,,,,,,,,,,,,
7908316843,https://habi.co/venta-apartamentos/7908316843/cambulos-casa-venta-terreros-soacha,Externo,Carrera 6A este # 38-197,Soacha - san mateo 1,Soacha,"Casa en venta de 69m2, con vista interior (Casa 161). Consta de 4 habitaciones, 2 baños, sala comedor, cocina y zona de lavandería. Tiene piso ceramico en todas sus zonas. El conjunto cuenta con zonas verdes, zona para niños, salón social, cancha múltiple, gimnasio al aire libre, parqueadero comunal y vigilancia privada las 24 horas. Cerca a centro comercial Ventura Terreros y Mercurio; cerca a almacenes de cadena como Surtimax, Easy, Justo y Bueno y D1; cerca a colegio Julio César Turbay Ayala; cerca universidad Sena Tecnoparque; cerca a estación de Transmilenio León XIII; Vías de acceso por la Autopista al Sur y Avenida Terreros. VALOR DE ADMINISTRACIÓN POR CONFIRMAR",Cámbulos,$56.000,3,15 años,No,69 m2,4,2,No Tiene,No Tiene,Casa,No Tiene,24 hrs,Comunal,Si,Si,$140.000.000,$140.000.000,13/8/2022,,,,,,,,,,,,,,,
7908774003,https://habi.co/venta-apartamentos/7908774003/edificio-villa-luz---apartamento-venta-paz-envigado,Externo,Calle 48 C Sur # 42 D - 56,La paz,Envigado,"Apartamento en venta de ___ m2, con vista exterior, ubicado en un 2do piso (Torre 1, Apto 203), acceso por escaleras, parqueadero propio cubierto (__) y depósito (__) . Consta de 2 habitaciones, 2 baños, sala comedor, cocina integral y zona de lavandería. Tiene piso cerámico en habitaciones, zona social, baños y cocina. El edificio cuenta con reja de seguridad. Cerca a centro comercial Envigado Plaza y Mayorca; cerca a almacenes de cadena como Éxito, D1 y Justo & Bueno; cerca a colegio La Paz, Mediadora y Gimnasio Campestre; cerca a universidad CES, Politécnico Grancolombiano y Cooperativa de Colombia; cerca a estación de Metro Itagüí; Vías de acceso por la Calle 48 C Sur. *VALOR DE LA ADMINISTRACIÓN POR CONFIRMAR*",Edificio Villa Luz,,3,14 años,No,70 m2,2,2,1,No Tiene,Apartamento,1,No,Comunal,Si,No,$320.000.000,$320.000.000,13/8/2022,,,,,,,,,,,,,,,
